title,artist,cluster_id
Diamonds Are A Girl's Best Friend,Gloria De Haven,0
Gotta Let It Go,Elva Hsiao,4
Paint It Black,Chris Farlowe,2
Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart),Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,6
Don't Owe Me Nothin',Sticky Fingaz & Omar Epps,18
The Matter With You (Part I_ Ii_ Iii),Avril,13
Lose Your Money,Delbert McClinton,12
A New Heart,Michael Whalen,9
Cherry Pie,Warrant,5
Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,16
Wind In The Wire (Album Version),Randy Travis,3
Un Garcon Pas Comme Les Autres (Ziggy),Céline Dion,8
Round and Round,Otis Taylor,11
Happy Valentine's Day,OutKast,14
Water Is Alright In Tay,The Clancy Brothers,6
Genuine,Five Fingers of Funk,13
Just A Closer Walk With Thee,Andy Griffith,3
Second Hand Life,Joe Lynn Turner,10
See That Girl,Righteous Brothers,3
Up All Night - Remix,Laron aka Swan featuring Alexander East,14
Hipster Haircut,IYOV,1
Soulcrusher (Amended Album Version),Operator,2
Hard To Laugh,Pursuit Of Happiness,1
Why,Xmilk,12
Smoke,Mario Rosenstock,17
Bus Monkeys,Jape Squad,2
Gotta Man,Frankee,4
Deep Voices,Jane Winther,15
Time You'll Never Get Back,Williamson,10
New Friend Request (Amended Version),Gym Class Heroes,7
Skopska situacija,SAF,4
Dance_ Dance_ Dance  (Album Version),Crazy Horse,2
A Little Bit Of This And A Little Bit Of That,Lee Ritenour / Jeff Mironov,14
Perdido (1999 Digital Remaster),Sam Butera & The Witnesses,19
Signs Of Insanity,Headhunter,2
Your Head,Helmet,1
State Of The Union,Rise Against,1
Everytime,Britney Spears,12
Cold In Hands Blues,Bessie Smith,15
Por La Calle Abajo,Los Chunguitos,5
Say How I Feel,Rhian Benson,14
Miss X (LP Version),MC5,12
Les Amours de Nathalie,Les Malpolis,4
We Have All The Time In The World (Live),Fun Lovin' Criminals,3
Imparable,Tommy Torres,18
This Is My Country,The Impressions,11
Angels We Have Heard On High (Album Version),Shirley Caesar,19
Welcome To My World (Live),Tammy Wynette,3
Bucket's Got A Hole In It,Washboard Sam,6
So ist das nun mal,Andreas Dorau,14
Long Distance Relationship,Paul Taylor / Terry Dexter,8
Scratchy (Takes 1-3 / bonus track),Crazy Horse,13
Captain Fingers,Lee Ritenour,5
Ready Now,Bukue One,4
Grad,Baroness,10
Voodoo Chile,Hiram Bullock,19
Rainbow Ride,Serpentine,3
Somewhere Else,Jim Bryson,2
Ragtime Sound,Marcie Blane,12
More to This,Information Society,14
Pieni Maailma,Mandi,19
Os Dois Irreversíveis,Irreversíveis,2
Pega Joso,Laurindo Almeida,11
Besame Mucho,Alain Morisod,2
What's In You?,Tom Cochrane,3
The Awakening (Clean),PMD,5
This Year (ReMastered),Curtis Mayfield,10
X-Static,Foo Fighters,1
Vertigo,U2,14
Country Rose,Roy Drusky,6
It Came Upon The Midnight Clear,Gold City,19
Cleansing,The Color Red,2
John Dunbar Theme [Dances with Wolves],Hollywood Bowl Orchestra / John Mauceri,9
You And Your Heart,Jack Johnson,7
Hasta El Final,La Portuaria,18
Gewisse Leute,Rainer Bielfeldt,8
Amazing (LP Version),Point Of Grace,2
Murda',Rodney O & Joe Cooley,4
The Monkey King,William Orbit,15
Floripa,Plagia,17
Big Railroad Blues,Gus Cannon,6
Do It Nice,Suicide,3
Someday,Max Melvin,8
Can You Feel It?,Lee Ritenour,18
Hot Dental Supplies,Marga Gomez,0
Angelito (Directo 09),Carlos Baute,2
Everyday,Rikk Agnew,2
Come Monday,Barry Manilow,19
Until I Believe In My Soul,Dexys Midnight Runners,11
Mana Laina Chahida,Malkit Singh,11
Ricky Ticky Toc,Eminem,4
Viaje Al Averno,Gabinete Caligari,5
The Burp Heard 'Round The World,James Newton Howard,10
Master Of The Universe,Sick Puppies,12
Tyre,Chris Clark,15
Let's Blame The Lightman,GWAR,12
Great Big Problem,FFH,12
Computer Love (2009 Digital Remaster),Kraftwerk,14
He Will Lead His Children Home,Bill & Gloria Gaither,3
Air: My Lagan Love,Willie Clancy,6
My Heart Is Yearning,NOFX,11
Exogenesis: Symphony Part 1 [Overture],Muse,2
Paper Doll,Gary Nichols,8
Tu Hi Tu Sada,DCS,19
Hardly Wait,Placebo,7
Das Telefon sagt Du,Andreas Dorau,14
America the Beautiful,The Sun Harbor's Chorus-Documentary Recordings,9
Son Sabroso,Gran Coquivacoa,5
Someone To Hold,Singing Melody,8
Sho' Enough,Tommy Castro,12
WHEN I AM YOU,Panzer AG,2
Back To Burn,T-la Rock,14
Déstockage massif (with Alex Gopher),Etienne de Crécy ,5
Voodoo Chile Blues,Jimi Hendrix,10
Lonely,Stiff Meat,12
Estoy Pensando En Tí,Sonora Santanera,11
Grandma's Spending Christmas with the Superstars,Dr. Elmo,8
Iron-head: Palestine,Asterisk*,2
Là-Bas,Jean-Jacques Goldman,10
L'education du corps des porcs,Les Ogres De Barback,5
Theme III,Silent Stream Of Godless Elegy,7
Ingenting,Kent,2
Here Comes Your Iceman (LP Version),Joe Turner,7
Old Hobo,Furry Lewis,18
Space Oddity (1997 Digital Remaster),David Bowie,10
Non Conformist Acclaimed,Agnes,14
Tel Que Tu Es,Charlotte Gainsbourg,8
I Just Need Your Lovin' - Original,Chris Farlowe,3
Lord Of The Thighs,Aerosmith,2
Skyswimmer,Enter the Haggis,10
Fearless [Interlude] (Explicit Album Version),Bone Thugs-N-Harmony,8
Moon Loop (Improvisation),Porcupine Tree,13
Heidi,Frank Chacksfield,3
He Has Risen (Communication Album Version),DeGarmo & Key,3
After The Fire,Klaus Badelt,15
El Ventilador,The Party Group,5
Motherless Children (Remastered Version) (Take 2),Mance Lipscomb,3
Goodness & Mercy,Ini Kamoze,4
Le Petit Train (Mixé Par Mark Plati),Raphaël,2
Chitlins Con Carne,Stevie Ray Vaughan And Double Trouble,14
Comin' Tonight,Martha Wainwright,8
Now_ Baby_ or Never,Barbara Lusch,11
Walking Dub,Sugar Minott,14
On The Other Hand (Remastered Album Version),Randy Travis,3
The Sweetest Sounds,Helen O'Connell,7
Marea De Venus,Cerati-Melero,2
Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Leo Ku,4
Snowdrops,The Pineapple Thief,3
Say Yeah,Capleton,7
The Ferocious O' Flahertys,Joe Heaney,0
Hell Will Reign,Demonbreed,1
Rock Bottom,House Of Lords,1
Life,Jimmy Riley,7
Century City Rag,The Last,11
Luna De Octubre,Flor Silvestre,0
Love Unlimited (Explicit),Fun Lovin' Criminals,7
I Want To Go Home,Remmy Ongala,3
Turbocharger,Chaotica,1
Sweet Southern Comfort,Buddy Jewell,12
Rudolph The Red Nosed Reindeer,Frankie Randall,4
Hotta,T.O.K.,4
Mistadobalina,Del Tha Funkee Homosapien,7
Jambalaya (On The Bayou),Leon Russell,12
Bari Bossa,Leo Gandelman,3
If You Hang Around Long Enough,Mac McAnally,12
Boys,Britney Spears feat. Pharrell Williams,14
The Gary Selchie - Solas,Bill Laswell,9
Good Girl Gone Bad,Rihanna,2
La valse du mariage,Francis Lai,9
Awakening of the Soulless,Herbst9_ Z'ev,16
I Can't Feel You Anymore,Loretta Lynn,11
Let's Go,Ray Charles,12
Gina,Geggy Tah,8
"Not Homophobic/The Word Is \"Cock\" (Spoken Word) (Album Version)",Joe Rogan,0
El Mensaje Soy Yo,Los Fabulosos Cadillacs,4
I'll Sweat You (LP Version),Mista,5
Fuel the Fire,Unearth,1
Sedona Suite (Sunrise/Prayer/Joy/Sunset),Tom Barabas,13
Chasing Cars,Snow Patrol,3
Tigerauge Rock,Günter Noris,1
All I Ask Of You,Erik Berglund,10
Savu hälvenee,Kaija Koo,5
Members Only,Tyrone Taylor,7
King Kong,Shanadoo,1
One Hour Empire,Broadcast,2
???????,Intars Busulis,7
Light,Teena Marie,0
Ma soeur,France D'Amour,10
Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),Ray Charles,11
Brute Force II,Jedi Mind Tricks,19
Motel Room In My Bed (LP Version),X,1
My Never,Blue October,8
Dogon,Carl Crack,2
Never Wanted to Dance (Live In London),Mindless Self Indulgence,5
Guitar Rag,Sylvester Weaver,9
Welcome,Phil Collins,10
No More Lonely Nights,Fiona,4
Fire,Jimi Hendrix,12
Some People They Never Believe (LP Version),David Meece,0
T.V. Eye (Take 3),The Stooges,2
Why Can't We Really Be Free,Harvey Averne,11
A Machine and a Memory Keeps You Alive,Dntel,18
My Funny Valentine,Arturo Sandoval,8
El Barbero,Gaiteros de Pillopo,11
Wahrheit,Hassan Annouri feat. Cassandra Steen,5
We Can't Win (Explicit),A.Z.,7
Feel So Stupid (Table 9),Darwin's Waiting Room,12
Hit And Rape (Album Version),Wednesday 13's Frankenstein Drag Queens From Planet 13,1
I'm In Love,Dub Pistols feat. Lindy Layton & Rodney P,14
"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus \"Das Land des Lächelns\")",Herbert Von Karajan,9
Les Chaudrons,André Minvielle,4
Selling Jolson A Baseball Team,Groucho Marx,0
Foggy Mountain Top,Skeeter Davis,6
Vienna,The Fray,3
Sound Clash,Dream Warriors,4
He Says The Same Things To Me,Skeeter Davis,8
Sete Desejos,Alceu Valença,3
Memphis,Bob Marley,17
E se tu lontana sei,Crazy Horse,3
Baby My Love,The In Crowd / Jah Stitch,18
Emmaus,Brian Free & Assurance,8
Mambo Suavecito,Tito Puente,11
